"Année","Consommation annuelle totale de l'adresse (MWh)","Consommation annuelle moyenne par logement de l'adresse (MWh)","Consommation annuelle moyenne de la commune (MWh)","adresse","numero_dpe","etiquette_dpe","etiquette_ges","annee_construction","surface_habitable_logement","conso_5 usages_ef","emission_ges_5_usages","cout_total_5_usages","nombre_appartement"
2024,24.574,2.457,2.631,"40 BOULEVARD SUCHET 750 PARIS","2475E2358825B","D","D",1945,100.8,18826.6,4131.6,1389,10
2024,57.439,2.393,2.631,"4 RUE TARDIEU 750 PARIS","2475E2377940G","G","C",1945,8.2,3311.5,237.5,786,24
2024,39.049,1.446,2.631,"23 RUE TROUSSEAU 750 PARIS","2475E0336279V","C","C",1981,40.2,5590.7,1193.2,669.6,27
2024,47.232,1.687,2.631,"14 RUE TROYON 750 PARIS","2475E0477495F","F","F",1900,19.6,7562.7,1675.9,528,40
2024,90.403,1.238,2.631,"62 RUE VASCO DE GAMA 750 PARIS","2375E4562093C","E","E",1971,135.2,40420.7,7213.5,3297,80
2024,112.36,4.013,2.631,"11 PLACE VAUBAN 750 PARIS","2475E4163282G","G","G",1945,41.7,22249.4,5000.4,2134,28
2024,67.086,0.808,2.631,"20 RUE VAUVENARGUES 750 PARIS","2475E4460301B","F","F",1948,35.7,12192,2927.4,1152,83
2024,56.675,3.334,2.631,"17 BOULEVARD VICTOR 750 PARIS","2475E4597284Q","E","E",NA,56.5,14171.6,3098.4,1652.6,14
2024,135.608,3.39,2.631,"17 RUE VIEILLE DU TEMPLE 750 PARIS","2475E0129582Y","G","C",1945,12.1,3309.6,241.6,624,44
2024,117.676,2.942,2.631,"86 RUE VILLIERS DE L ISLE ADAM 750 PARIS","2475E2707053L","E","B",1983,42,5422.5,392.3,1211,42
2024,39.161,1.187,2.631,"37 RUE VILLIERS DE L ISLE ADAM 750 PARIS","2475E2713188K","C","C",1975,31,4206.8,918.9,424.6,107
2024,126.12,0.882,2.631,"138 BOULEVARD VINCENT AURIOL 750 PARIS","2475E2774398Q","D","D",1964,47.2,8365.5,1540.2,814,150
2024,99.74,3.022,2.631,"9 RUE VULPIAN 750 PARIS","2475E1207535R","F","C",1945,34.9,6088.4,453.7,1051,30
2024,101.882,1.185,2.631,"22 RUE WILHEM 750 PARIS","2475E2190079V","F","F",1945,48,11952.7,4368,1079,142
2024,25.157,1.677,2.631,"5 RUE ZADKINE 750 PARIS","2475E0531618W","C","C",1989,83,11254.8,2373.7,1221,56
2024,24.561,2.047,3.498,"7 RUE DE MANAKARA 792 PARTHENAY","2479E1562115N","C","C",NA,76.7,8256,1831.4,829.3,12
2024,120.924,2.159,2.997,"2 RUE ALPHONSE LAVERAN 661 PERPIGNAN","2466E1378211U","B","A",2014,56.1,2310.3,179,474,57
2024,172.414,1.742,2.997,"2 RUE DE CAN PARTERE 661 PERPIGNAN","2466E1875641S","D","D",1977,57.5,9499.3,2041.6,972,92
2024,63.984,2.461,2.941,"30 BOULEVARD GAMBETTA 060 NICE","2406E3827155Q","D","C",1949,38.5,5346.3,991.2,794,26
2024,127.693,3.547,2.941,"16 BOULEVARD GAMBETTA 060 NICE","2406E1740674J","C","C",1930,129.3,17571.7,3518.7,1478,59
2024,35.901,1.632,2.941,"93 AVENUE GEORGE V 060 NICE","2406E2013396R","E","E",1963,101,30388.1,6820.2,2002,23
2024,106.973,3.343,2.941,"37 AVENUE GEORGES CLEMENCEAU 060 NICE","2406E3174994N","E","D",1900,22.7,5256.8,965.1,785,20
2024,72.202,2.777,2.941,"32 AVENUE GEORGES CLEMENCEAU 060 NICE","2406E0858746B","E","D",1949,42.4,9199,1809.2,871,45
2024,74.037,2.244,2.941,"24 AVENUE GEORGES CLEMENCEAU 060 NICE","2406E3064739Y","D","C",1914,93.8,13574.4,2658.8,1680,20
2024,52.706,3.514,2.941,"32 RUE GOUNOD 060 NICE","2306E4545311Z","E","E",1949,40.8,8386.5,2313.4,991,15
2024,87.716,1.907,2.941,"32 RUE GUIGLIA 060 NICE","2406E0822823K","D","D",1900,37.5,6523,1204.1,692,48
2024,46.634,3.109,2.941,"1 RUE GUILLAUME APOLLINAIRE 060 NICE","2406E0547872J","E","E",1955,71.1,21211,4559,1612,15
2024,138.92,2.137,2.941,"11 RUE MACCARANI 060 NICE","2406E0778338L","A","A",1980,66.4,1674.9,116.9,343,68
2024,41.835,2.202,2.941,"12 AVENUE MARIANNA 060 NICE","2406E4124563K","C","C",1962,49.2,5791.2,1223.1,698,19
2024,98.605,1.933,2.941,"9 RUE MASSENET 060 NICE","2406E2691005O","E","E",1960,33,8603.9,1687.6,1122,30
2024,82.314,3.579,2.941,"14 RUE MAURICE MACCARIO 060 NICE","2406E4079665O","D","D",1970,56.5,10754,2401.4,1063,100
2024,39.173,1.781,2.941,"3 RUE MEYERBEER 060 NICE","2406E1364498B","E","E",1967,71.6,13630.4,3969.8,1483,20
2024,66.15,1.181,2.941,"2 RUE MEYERBEER 060 NICE","2406E1323008H","C","C",1935,52.5,5122.3,1127.2,374,61
2024,41.375,1.478,2.941,"15 AVENUE MIRABEAU 060 NICE","2406E3423585S","D","D",1964,103.2,14585.3,3255.3,1455,30
2024,70.399,1.717,2.941,"11 AVENUE MIRABEAU 060 NICE","2406E3480830L","D","D",1970,31.9,4853.5,1447.1,815,72
2024,76.611,2.554,2.941,"1 RUE NATHALIE MASSE 060 NICE","2406E2748605Y","B","B",2012,77,4319.9,823.1,648,114
2024,38.3,3.482,2.941,"2 RUE NIEPCE 060 NICE","2406E2582500H","D","D",NA,52.9,7432.3,1651.2,943.5,21
2024,48.289,2.414,2.941,"1 AVENUE NOTRE DAME 060 NICE","2406E2012473E","C","C",1958,36.5,4455.8,1008.6,639,20
2024,55.243,1.973,2.941,"4 RUE OSCAR II 060 NICE","2406E0793873Y","D","D",1975,56.2,10973.2,2379.5,834,308
2024,26.771,2.231,2.941,"90 BOULEVARD PASTEUR 060 NICE","2406E1166143A","D","D",1963,62,9818.3,1905.3,930,15
2024,76.951,2.653,2.941,"16 AVENUE PAULIANI 060 NICE","2406E0218112H","C","C",1960,54.2,5776.2,1010.5,656,640
2024,36.546,3.655,2.941,"43 AVENUE PRIMEROSE 060 NICE","2406E4546822D","D","D",1965,61.5,11318.2,2205.1,1432,40
2024,67.081,2.795,2.941,"4 BOULEVARD PRINCE DE GALLES 060 NICE","2406E1522264Z","D","D",1960,67.6,13623,2790.8,1153,24
2024,37.95,2.711,2.941,"12 RUE PROFESSEUR DELVALLE 060 NICE","2306E4557461H","D","D",1964,29.1,5546.7,1012.4,616,48
2024,44.746,2.632,2.941,"50 RUE ROSSINI 060 NICE","2406E1191513U","E","E",1948,71.4,14069.8,4415.4,1399,18
2024,55.357,2.407,2.941,"5 RUE SAINT PHILIPPE 060 NICE","2406E1591339S","C","C",1955,62.5,7334.6,1328.8,770,71
2024,40.569,3.381,2.941,"6 PLACE SASSERNO 060 NICE","2406E0263804R","D","D",1877,135,28441.5,6003.5,2165,13
2024,92.83,1.82,2.941,"18 AVENUE SHAKESPEARE 060 NICE","2406E2001483M","C","C",1927,15.9,2377.5,367.5,380,55
2024,86.167,1.915,2.941,"8 RUE TRACHEL 060 NICE","2406E0077609I","E","E",1931,16.4,4301.1,1049.3,608,46
2024,64.043,3.558,2.941,"34 RUE TRACHEL 060 NICE","2406E2621590T","D","D",1951,86.8,14732.9,3025.7,1719,49
2024,31.674,1.667,2.941,"26 RUE TRACHEL 060 NICE","2406E3728715M","C","C",1968,75.1,10074.7,2230,1038,21
2024,30.056,1.768,2.941,"40 BOULEVARD TZAREWITCH 060 NICE","2406E3723397Y","D","D",1963,71.6,12756.7,2809.1,1334,17
2024,97.242,2.701,2.941,"22 BOULEVARD TZAREWITCH 060 NICE","2406E2507377Y","C","C",1970,95.7,11035.5,2103.3,1429,72
2024,30.282,2.753,2.941,"4 RUE VEILLON 060 NICE","2306E4527859T","E","E",1925,27.2,8058.4,1801.2,541,43
2024,23.097,2.1,2.941,"50 RUE VERNIER 060 NICE","2406E2630830D","C","C",NA,59.8,3989.7,835.2,609.3,11
2024,79.372,2.089,2.941,"28 BOULEVARD VICTOR HUGO 060 NICE","2406E1187100B","F","F",1932,43.5,12975.8,3750.1,1422,41
2024,109.602,1.713,4.596,"457 RUE DE DIVONNE 012 ORNEX","2401E3259637V","C","C",2018,84.9,8625.8,1867.6,949,44
2024,11.538,1.154,4.596,"32 RUE DU JURA 012 ORNEX","2401E4518098E","E","E",1974,13,3779.6,803.9,437,50
2024,35.681,2.549,4.39,"2 RUE DE PARIS 914 ORSAY","2491E2010340K","D","B",1985,92.5,8867.8,661.4,1497,15
2024,129.97,1.857,4.39,"16 RUE LOUIS SCOCARD 914 ORSAY","2491E4301339T","C","C",2013,31.9,2626.9,949.1,284.6,16
2024,145.316,1.253,2.631,"14 RUE ABEL 750 PARIS","2475E4053041F","E","E",1923,41,10294.1,2295.8,1222.7,86
2024,39.073,3.256,2.631,"41 RUE ALBERT 750 PARIS","2475E3091850I","G","C",NA,33,8145,623.1,1725.7,12
2024,85.598,1.783,2.631,"2 SQUARE ALBIN CACHOT 750 PARIS","2475E2522921L","E","C",1930,37.1,7051.2,1033,1029,50
2024,96.235,3.437,2.631,"7 RUE ALEXANDRE PARODI 750 PARIS","2475E2540592C","E","E",1945,47.1,14136.9,3157,1597,12
2024,58.945,1.593,2.631,"5 RUE ALFRED BRUNEAU 750 PARIS","2475E3400085N","E","E",1970,99.2,19908.7,6348.6,3030,38
2024,90.421,3.229,2.631,"8 RUE ALPHONSE DAUDET 750 PARIS","2475E0763526K","E","E",1949,39.2,11890.7,2660.1,1052,13
2024,71.449,3.402,2.631,"17 RUE ALPHONSE DE NEUVILLE 750 PARIS","2475E0394692M","E","E",1900,160.6,48625,10913,3197,29
2024,20.879,0.949,2.631,"5 RUE ANTOINE CHANTIN 750 PARIS","2475E4068919X","D","D",1929,57.4,12431.3,2772.4,1245,26
2024,96.071,2.528,2.631,"23 RUE ARCHEREAU 750 PARIS","2475E3684239N","C","C",1948,97,7192.5,1171,785.8,152
2024,196.854,2.625,2.631,"21 RUE ARCHEREAU 750 PARIS","2475E3683745N","C","C",1948,86,6376.9,1038.2,696.7,152
2024,21.112,1.759,2.631,"20 RUE ARCHEREAU 750 PARIS","2475E3313295L","C","C",1948,102,8492.3,1522.4,913.9,251
2024,27.268,2.272,2.631,"18 RUE ARCHEREAU 750 PARIS","2475E3312929J","C","C",1948,67,5578.3,1000,600.3,251
2024,37.008,2.313,2.631,"19 RUE ARMAND CARREL 750 PARIS","2475E3762009R","E","B",1991,87,11055.3,832.2,2303.7,41
2024,29.279,1.273,2.631,"13 RUE AUGUSTE LAURENT 750 PARIS","2475E1058405X","E","D",1967,40.5,10240.1,1894,859,135
2024,141.872,1.819,2.631,"9 SQUARE AUGUSTE RENOIR 750 PARIS","2475E4494102C","C","C",1963,75.7,7815.6,1066.4,791.8,161
2024,142.39,4.746,2.631,"34 RUE BALARD 750 PARIS","2475E0197063J","D","B",1989,60,5798.9,421.4,1008.8,35
2024,82.545,3.057,2.631,"70 RUE BARRAULT 750 PARIS","2475E2798265P","F","C",1945,55.7,9807.1,723.8,2053,32
2024,88.819,1.708,2.631,"53 RUE BAYEN 750 PARIS","2475E3501696Q","D","D",1976,112.9,17759.8,3811.4,1947,60
2024,49.503,2.605,2.631,"13 BOULEVARD BEAUMARCHAIS 750 PARIS","2475E3546969X","F","C",1945,26,4735.6,338,1056,19
2024,159.045,1.964,2.631,"89 RUE BELLIARD 750 PARIS","2475E0762976G","E","D",1945,30.2,6760.5,1057.7,782,1070
2024,38.969,1.856,2.631,"27 RUE BERTHOLLET 750 PARIS","2475E2385539N","E","D",1900,11,3554.4,548.5,568,34
2024,81.561,3.707,2.631,"8 AVENUE BERTIE ALBRECHT 750 PARIS","2475E2485098S","E","E",1920,134.4,40119.2,9001.4,3897,28
2024,15.885,1.324,2.631,"39 RUE BEZOUT 750 PARIS","2475E3772818K","C","C",NA,75.7,7418.3,1510.3,1145.1,12
2024,43.926,3.661,2.631,"5 RUE BISCORNET 750 PARIS","2475E2537059F","F","D",1945,34.1,10146.5,1636.3,1307,13
2024,57.775,1.014,2.631,"34 RUE BLOMET 750 PARIS","2475E0920856O","D","D",1970,28,5845.3,1071,507,19
2024,46.135,1.648,2.631,"27 RUE BLOMET 750 PARIS","2475E3767734W","D","D",1964,108,19740,3336.7,1858,31
2024,98.091,3.065,2.631,"14 RUE BOCHART DE SARON 750 PARIS","2475E3598223F","E","B",1945,25.7,3924.8,282.7,902,30
2024,63.035,5.253,2.631,"12 AVENUE BOUDON 750 PARIS","2475E3561989P","E","B",1989,54,6067.1,442.4,1315.8,13
2024,12.741,0.49,2.631,"52 RUE BOURSAULT 750 PARIS","2475E3783007H","E","E",1949,15.5,5323.6,1177.7,552,27
2024,89.812,2.642,2.631,"45 RUE BRANCION 750 PARIS","2475E4084123R","E","B",1945,30.1,4280.3,301,969,38
2024,271.647,6.174,2.631,"98 RUE BRILLAT SAVARIN 750 PARIS","2475E2891814Q","D","B",2006,42.9,3675.6,257.6,854,30
2024,26.974,1.499,2.631,"75 BOULEVARD BRUNE 750 PARIS","2475E3194520E","C","C",1970,66,8643.4,1189,856.8,130
2024,55.309,5.028,2.631,"10 RUE BURQ 750 PARIS","2475E0946982K","D","B",NA,68.7,7327.6,540.2,1247,11
2024,43.972,1.418,2.631,"5 RUE CALMELS 750 PARIS","2475E1617850A","D","C",1928,18.2,2659.4,384.8,442,36
2024,32.742,2.046,2.631,"11 RUE CAMBRONNE 750 PARIS","2475E3987212I","E","E",1870,58.4,16453.2,3686.1,1814,35
2024,94.522,4.501,2.631,"43 RUE CANTAGREL 750 PARIS","2475E1656486A","C","A",1910,87.4,5531.7,401.4,966.5,43
2024,17.329,1.444,2.631,"157 RUE CARDINET 750 PARIS","2475E1853292M","D","D",1949,56,12146,2702.5,998.1,51
2024,164.145,4.69,2.631,"22 RUE CARDUCCI 750 PARIS","2475E3380675Z","C","A",1999,96.6,6512.6,470.4,1406.9,65
2024,62.096,2.07,2.631,"106 RUE CASTAGNARY 750 PARIS","2475E0230656K","E","E",1921,41.6,12785.5,2828.4,912.3,14
2024,64.796,2.314,2.631,"42 RUE CHAMPIONNET 750 PARIS","2475E4177431L","G","C",1945,35.2,9006.6,668.6,1896,31
2024,31.819,0.936,2.631,"20 RUE CHAPPE 750 PARIS","2475E3992733R","E","E",1928,56,10839.5,3442.9,1660,35
2024,76.844,3.202,2.631,"24 RUE CHAPTAL 750 PARIS","2375E4555505S","D","D",1900,139,19417,4264.5,1412,28
2024,55.401,1.259,2.631,"65 RUE CHARDON LAGACHE 750 PARIS","2475E3860319V","E","E",1976,21.6,5552.1,1224.7,571,50
2024,50.076,2.276,2.631,"16 RUE CHARDON LAGACHE 750 PARIS","2475E0600548A","D","D",1934,121.7,25077,5623.8,1664,23
2024,38.426,2.022,2.631,"19 RUE CHARLES BERTHEAU 750 PARIS","2475E2851319D","C","C",1984,33,2974.2,620.5,463.1,19
2024,62.23,6.223,2.631,"16 RUE CHARLES DELESCLUZE 750 PARIS","2475E2257768G","D","B",NA,53.8,4513.8,328.8,807,33
2024,18.82,0.941,2.631,"5 RUE DE LAGNY 750 PARIS","2275E3238277B","F","F",1970,36.6,11207,3566.3,1074,22
2024,62.754,5.23,2.631,"42 RUE DE LANCRY 750 PARIS","2475E4096159P","E","B",NA,29,4028.3,296.2,921,12
2024,182.264,10.126,2.631,"53 RUE DE LISBONNE 750 PARIS","2475E1701194O","G","C",1945,100,28982.8,2200,4690,36
2024,67.736,4.516,2.631,"49 RUE DE LISBONNE 750 PARIS","2475E4241772C","D","D",1890,39.1,6635.6,1408.3,765,15
2024,63.293,0.801,2.631,"147 RUE DE LOURMEL 750 PARIS","2475E0298109T","D","D",1970,21.9,4305.6,782.7,385,123
2024,86.338,2.977,2.631,"2 RUE DE LYON 750 PARIS","2475E2572090O","C","C",1900,163.3,18182.8,3266,2387,24
2024,121.267,2.695,2.631,"7 RUE DE MALTE 750 PARIS","2475E0831904I","G","C",1945,43.7,10947.4,829.4,1817,37
2024,36.378,2.798,2.631,"18 RUE DE MAUBEUGE 750 PARIS","2475E1724286S","E","E",1945,34.7,10557.3,2324.9,977,11
2024,35.919,0.971,2.631,"81 BOULEVARD DE MONTMORENCY 750 PARIS","2475E1042901P","D","D",1970,49.4,9067.8,2014,628,71
2024,33.511,2.394,2.631,"48 RUE DE MONTMORENCY 750 PARIS","2475E1666947J","E","B",1945,30.6,4031.9,275.6,734,14
2024,40.034,0.976,2.631,"97 RUE DE MONTREUIL 750 PARIS","2475E0715488U","F","F",1976,18.1,7657.8,1679.7,559,54
2024,129.373,2.695,2.631,"61 RUE DE MONTREUIL 750 PARIS","2475E1683029X","E","B",1945,24.9,3336.4,224.2,628,60
2024,70.019,3.334,2.631,"19 RUE DE MOSCOU 750 PARIS","2475E4046322U","E","B",1945,37.6,5094.7,376,1125,21
2024,49.768,4.524,2.631,"5 RUE DE MUSSET 750 PARIS","2475E2593428G","F","C",1945,35.9,6641.6,501.9,1429,10
2024,29.41,2.101,2.631,"14 RUE DE NANTES 750 PARIS","2475E4444287D","C","C",1998,64.6,7017.5,956.8,780.6,14
2024,95.467,7.344,2.631,"12 RUE DE NANTES 750 PARIS","2475E3556140Q","C","A",2005,93.2,6511.8,474.9,1412.9,14
2024,25.986,1.237,2.631,"1 RUE DE NAVARRE 750 PARIS","2475E3260865X","E","D",1929,30.4,7918.4,1331.2,762,23
2024,33.246,1.956,2.631,"7 RUE DE NOISY LE SEC 750 PARIS","2475E2345267P","C","C",1995,47,5861.3,1253.5,451.9,91
2024,86.855,2.068,2.631,"5 RUE DE NOISY LE SEC 750 PARIS","2475E2386405V","C","C",1995,63,6581,1392.8,532.8,42
2024,140.728,6.397,2.631,"5 RUE DE PALI KAO 750 PARIS","2475E3021601L","D","B",1996,67,5567.5,405.4,1217.2,22
2024,231.329,1.629,2.631,"26 RUE DE PARADIS 750 PARIS","2475E4394615R","C","C",1976,34.7,5065.9,830,540,161
2024,91.065,0.969,2.631,"17 BOULEVARD DE PICPUS 750 PARIS","2275E3238600M","D","D",1970,20.9,5465.8,1001.3,474,95
2024,48.729,1.218,2.631,"67 RUE DE PICPUS 750 PARIS","2475E0034842C","E","D",1967,51.3,13251.7,2406.7,1187,42
2024,192.536,1.346,2.631,"54 RUE DE PICPUS 750 PARIS","2475E3316121D","G","F",1972,19.4,9440.1,1573.1,942,273
2024,42.744,1.71,2.631,"81 BOULEVARD DE PORT ROYAL 750 PARIS","2475E2237751J","D","D",1967,185.1,41527.7,7690.3,3394.2,40
2024,68.28,0.853,2.631,"24 BOULEVARD DE REUILLY 750 PARIS","2475E0403534O","E","E",1955,42.3,10455.7,2334,705,82
2024,23.974,1.998,2.631,"57 AVENUE DE SAINT OUEN 750 PARIS","2475E1496492K","D","D",1950,36.7,6795.6,1504,474.5,12
2024,51.565,2.865,2.631,"144 AVENUE DE SAINT OUEN 750 PARIS","2475E3719937N","F","C",1945,46.5,7721.9,558.4,1643,17
2024,123.568,4.753,2.631,"153 RUE DE SAUSSURE 750 PARIS","2475E4161510C","E","B",1979,70,8910.1,650,1888,27
2024,86.38,1.661,2.631,"152 RUE DE SAUSSURE 750 PARIS","2475E1673170S","D","D",1961,11.6,3010.2,650.9,230,90
2024,73.488,5.249,2.631,"2 RUE DE SAVIES 750 PARIS","2475E3022272G","D","B",1990,65,5798.5,427.3,1262.8,14
2024,56.035,1.121,2.631,"96 AVENUE DE SUFFREN 750 PARIS","2475E3417313D","D","D",1980,36,6709,1121.4,662,100
2024,56.361,1.445,2.631,"1 RUE DE TERRE NEUVE 750 PARIS","2475E3296242O","D","D",1956,38,6293.8,1389,632.6,24
2024,74.832,1.74,2.631,"36 RUE DE THIONVILLE 750 PARIS","2475E3425305N","C","C",2000,76.5,9905.3,2131.3,1106.9,78
2024,73.781,1.447,2.631,"68 RUE DE TOLBIAC 750 PARIS","2475E2163122A","C","C",1976,59.6,4872.6,879.1,424,50
2024,67.541,2.937,2.631,"48 RUE DE TOLBIAC 750 PARIS","2475E3458924O","F","D",1912,61.6,14020.5,2140.3,2151,18
2024,27.96,2.796,2.631,"41 RUE DE TOURTILLE 750 PARIS","2475E2922181P","D","D",1850,74,11827.6,2549.5,1514.9,10
2024,20.019,2.002,2.631,"1 RUE DE TURENNE 750 PARIS","2475E1606715T","D","D",NA,78.4,12117,2611,1215.1,11
2024,34.614,1.923,2.631,"90 RUE DE VAUGIRARD 750 PARIS","2475E1440654U","D","B",1850,16.2,1855.7,129.8,410,10
2024,52.933,4.812,2.631,"143 RUE DE VAUGIRARD 750 PARIS","2475E0694869T","D","B",1980,58.5,6171.5,450.8,1077.1,12
2024,27.69,1.385,2.631,"137 RUE DE VAUGIRARD 750 PARIS","2475E2097941B","D","D",1870,46.9,9090.6,2026.6,875.5,20
2024,48.903,2.877,2.631,"102 RUE DE VAUGIRARD 750 PARIS","2475E0348636C","E","C",1945,6.8,1782.5,121.7,400,18
2024,34.133,2.008,2.631,"34 AVENUE DE VERSAILLES 750 PARIS","2475E2553164Q","F","F",1935,86,30324.2,6826.3,2880.7,97
2024,33.229,0.831,2.631,"26 COURS DE VINCENNES 750 PARIS","2475E0221094Q","E","E",1945,15.5,4771.4,1041.2,346,42
2024,117.122,6.89,2.631,"20 RUE DE WATTIGNIES 750 PARIS","2475E2260939F","G","C",1880,39.5,11475.4,895.1,1896.2,23
2024,136.994,4.724,2.631,"54 RUE DES ABBESSES 750 PARIS","2475E2167449L","E","B",1945,41.1,5068.9,370.2,891,10
2024,51.958,2.362,2.631,"25 RUE DES ANNELETS 750 PARIS","2475E2458477V","D","C",2005,37.9,5305.1,889.3,863.2,18
2024,48.644,1.057,2.631,"23 BOULEVARD DES BATIGNOLLES 750 PARIS","2475E2638193Z","G","G",1949,12.5,6359.8,1414.3,638,20
2024,29.587,1.409,2.631,"46 RUE DES BOIS 750 PARIS","2475E2516943N","C","C",1948,56,6704,1471,781.5,65
2024,46.108,1.537,2.631,"34 RUE DES BOIS 750 PARIS","2475E2145063L","F","E",1959,80.1,25209.8,5377.8,1876,142
2024,55.831,2.659,2.631,"32 RUE DES BOIS 750 PARIS","2475E4140360Q","F","F",1948,51.1,16330,3574.2,1713,32
2024,27.464,1.962,2.631,"35 RUE DES ENVIERGES 750 PARIS","2475E3023060O","C","C",2001,69.6,6787.3,1420.5,1013.1,16
2024,150.404,1.243,2.631,"38 RUE DES EPINETTES 750 PARIS","2475E3368622K","D","D",1960,47.2,8412.9,1848.4,878,47
2024,86.953,1.402,2.631,"15 RUE DES FAVORITES 750 PARIS","2475E3684139R","D","D",1969,45.7,8910.6,1495.8,863,40
2024,122.123,2.349,2.631,"55 QUAI DES GRANDS AUGUSTINS 750 PARIS","2475E0920781R","C","C",1978,43.1,6772.3,1206,587,43
2024,118.427,3.589,2.631,"69 RUE DES GRANDS CHAMPS 750 PARIS","2475E1729110G","D","C",1946,36,4139.8,601.9,675.6,24
2024,198.991,1.442,2.631,"110 RUE DES GRANDS CHAMPS 750 PARIS","2275E3238598K","C","C",1978,48.9,5943.3,1306.1,429,100
2024,20.863,0.948,2.631,"75 RUE DES MORILLONS 750 PARIS","2475E0316046Q","E","E",1939,50.6,12129.6,2709.1,830,24
2024,34.69,0.598,2.631,"73 RUE DES MORILLONS 750 PARIS","2475E2142235R","G","G",1930,17.9,11452.6,2568.6,752,65
2024,18.846,1.571,2.631,"9 RUE DES NANETTES 750 PARIS","2475E4212283X","G","F",1940,24.1,9453.3,1923.9,1185,12
2024,87.929,1.49,2.631,"90 RUE DES ORTEAUX 750 PARIS","2475E2157340Q","E","D",1949,18.1,4382.2,739.2,550,62
2024,63.481,1.024,2.631,"77 RUE DES PLANTES 750 PARIS","2475E2045243F","E","E",1892,49.8,11600.2,2591.1,777,129
2024,28.874,2.221,2.631,"39 RUE DES POISSONNIERS 750 PARIS","2475E1483401X","D","D",2006,62.5,10480.8,2263.3,1034.9,13
2024,166.682,2.924,2.631,"8 RUE DES PORTES BLANCHES 750 PARIS","2475E3133561P","D","D",1948,72,14265.9,2837.6,1722.1,259
2024,29.564,1.556,2.631,"20 RUE DES RECULETTES 750 PARIS","2475E1298292I","E","E",1940,26.4,6791,1840.7,838,20
2024,96.143,1.576,2.631,"10 RUE DES TERNES 750 PARIS","2475E0984729F","D","D",1961,128.1,28188.2,6163.2,2007,67
2024,40.12,2.112,2.631,"32 RUE DESAIX 750 PARIS","2475E1358280O","D","D",1914,110,23213.4,3982.9,2176,29
2024,30.714,2.792,2.631,"7 PASSAGE DESGRAIS 750 PARIS","2475E3436156W","F","C",1945,23.8,4227.4,309.3,959,17
2024,67.678,1.381,2.631,"12 AVENUE DODE DE LA BRUNERIE 750 PARIS","2475E1687799J","E","D",1933,66,17106.5,3178.1,1388.3,110
2024,48.363,3.455,2.631,"1 RUE DORIAN 750 PARIS","2475E1825678K","D","D",1912,86,17668.4,3928,1518,13
2024,23.442,1.803,2.631,"10 PASSAGE DRIANCOURT 750 PARIS","2475E0537633F","C","C",2023,86,7571.1,1609.5,863.1,13
2024,81.252,6.771,2.631,"7 PASSAGE DU BUISSON SAINT LOUIS 750 PARIS","2475E2252974W","D","A",1994,88,7140.7,520.7,1217.6,25
2024,73.338,3.189,2.631,"23 RUE DU CAPITAINE LAGACHE 750 PARIS","2475E3002344U","E","B",1945,37.9,4263.4,303.2,966,24
2024,44.381,1.199,2.631,"23 RUE DU CHAMP DE L ALOUETTE 750 PARIS","2475E0426000Q","D","D",1968,50.5,10599.7,2360.3,728,40
2024,156.012,1.903,2.631,"125 RUE DU CHEMIN VERT 750 PARIS","2475E1842100A","C","C",NA,87,9303.4,1962.9,1044.3,133
2024,47.649,0.836,2.631,"107 RUE DU CHERCHE MIDI 750 PARIS","2475E2740966U","E","E",1948,54.2,12661.6,2820.5,1259,59
2024,104.35,3.727,2.631,"101 RUE DU CHERCHE MIDI 750 PARIS","2475E1621997N","F","E",1949,129,40303.1,8399.2,3054,19
2024,79.373,1.689,2.631,"44 RUE DU CHEVALERET 750 PARIS","2475E4569290Y","C","C",NA,88.5,9005.4,1228.5,914.2,47
2024,24.251,1.155,2.631,"9 RUE LABAT 750 PARIS","2475E0446028Y","E","E",1947,28.2,8565.7,1906.9,593,15
2024,51.581,1.172,2.631,"68 RUE LABROUSTE 750 PARIS","2475E4169933B","G","G",1970,33,22908.1,5151.3,2204,75
2024,32.793,2.523,2.631,"58 RUE LAFFITTE 750 PARIS","2475E3812269T","E","E",NA,94,21531.8,4710.7,2471.3,13
2024,38.726,1.684,2.631,"21 RUE LAKANAL 750 PARIS","2475E4454784W","D","D",1942,53.8,9865.5,2179.5,982.5,48
2024,62.611,3.913,2.631,"3 SQUARE LAMARTINE 750 PARIS","2475E3964990Q","G","F",1900,28.1,10516.2,2598.3,1753,26
2024,67.575,2.413,2.631,"5 IMPASSE LAMIER 750 PARIS","2475E4411138E","E","B",1977,26.1,3935.1,283.6,923,29
2024,66.573,3.504,2.631,"19 RUE LE MAROIS 750 PARIS","2475E3272600G","F","E",1948,54.4,16913.5,3481.2,1960,23
2024,13.225,0.882,2.631,"74 RUE LECOURBE 750 PARIS","2475E2195784G","D","D",NA,27,5846.1,1061.9,519.4,93
2024,31.729,1.024,2.631,"69 RUE LECOURBE 750 PARIS","2475E0940495X","E","E",1970,33,10043.6,1859.4,840,31
2024,71.956,2.249,2.631,"131 RUE LEGENDRE 750 PARIS","2475E1637591H","E","D",1945,35.9,7665.2,1435.2,771,32
2024,87.764,3.989,2.631,"108 RUE LEMERCIER 750 PARIS","2475E2184912C","D","B",NA,52,4859.4,359.9,862.9,66
