"Année","Consommation annuelle totale de l'adresse (MWh)","Consommation annuelle moyenne par logement de l'adresse (MWh)","Consommation annuelle moyenne de la commune (MWh)","adresse","numero_dpe","etiquette_dpe","etiquette_ges","annee_construction","surface_habitable_logement","conso_5 usages_ef","emission_ges_5_usages","cout_total_5_usages","nombre_appartement"
2024,25.316,1.808,6.317,"175 RUE DE LA PLAINE 383 RUY MONTCEAU","2438E4219851O","C","C",2021,49.1,3405.2,713.1,429,11
2024,17.846,1.622,6.317,"159 RUE DE LA PLAINE 383 RUY MONTCEAU","2438E4219636H","C","C",2021,81.8,6671.5,1431.4,782,11
2024,138.25,2.194,2.631,"17 SQUARE SAINT CHARLES 750 PARIS","2475E1185567T","F","B",1980,32,4944.4,360,892,65
2024,221.062,3.509,2.631,"7 RUE SAINT CLAUDE 750 PARIS","2475E2805868A","E","B",1945,30.2,4094.2,301.9,934,71
2024,364.091,1.291,2.631,"39 RUE SAINT FARGEAU 750 PARIS","2475E2267676I","D","D",1974,27.1,5144.8,915.1,494,278
2024,56.757,2.838,2.631,"48 RUE SAINT FERDINAND 750 PARIS","2375E4566733O","D","B",1945,22.7,2283.1,159,591,12
2024,130.714,5.229,2.631,"45 RUE SAINT FERDINAND 750 PARIS","2475E0346203N","D","D",1910,142,30682.2,6469.5,2305,33
2024,18.532,0.882,2.631,"26 RUE SAINT GUILLAUME 750 PARIS","2475E1478499J","D","D",1967,50,9747.4,2165.8,690,21
2024,95.375,7.337,2.631,"167 RUE SAINT JACQUES 750 PARIS","2475E0592126C","E","E",1947,83.3,22263.6,4990.5,1789,12
2024,82.313,3.43,2.631,"34 RUE SAINT MAUR 750 PARIS","2475E2401062O","D","B",1973,75.1,6161.8,453.8,1350,83
2024,328.027,0.956,2.631,"108 RUE SAINT MAUR 750 PARIS","2475E3848865H","E","E",1982,28.1,8415.5,1836.8,896,349
2024,45.885,4.589,2.631,"9 RUE SAINT PAUL 750 PARIS","2475E3874889F","D","B",1850,46.5,4711.8,345.6,1061.4,10
2024,75.452,3.43,2.631,"46 RUE SAINT PLACIDE 750 PARIS","2475E4140388S","D","B",1945,56.4,5631.4,394.8,1230,29
2024,53.022,2.209,2.631,"22 RUE SAINT SABIN 750 PARIS","2475E0341618E","C","C",1994,111.3,12347.2,2619.9,1200.5,25
2024,63.619,4.894,2.631,"9 PASSAGE SALARNIER 750 PARIS","2475E1243510I","C","A",1985,73,5198.8,372.8,918,26
2024,35.611,1.272,2.631,"14 RUE SANTERRE 750 PARIS","2475E3739694K","D","D",1948,75,15556.3,3448.2,1536,55
2024,44.106,2.94,2.631,"1 RUE SARASATE 750 PARIS","2475E0319780G","F","E",1914,32,9397.7,1876.4,864,23
2024,65.042,2.409,2.631,"4 RUE SEVERO 750 PARIS","2475E0271138K","G","C",1945,26.2,5340.2,393.5,935,28
2024,103.907,1.105,2.631,"22 RUE SIBUET 750 PARIS","2475E2515741H","D","D",1972,18.1,5064.4,908.8,542,96
2024,49.726,0.975,2.631,"50 AVENUE SIMON BOLIVAR 750 PARIS","2475E4174466K","E","E",1900,48,11724.8,2619.8,1159,63
2024,68.701,1.561,2.631,"10 RUE SIMONE WEIL 750 PARIS","2475E3031873N","C","C",1984,51,4636.9,814.1,534.7,47
2024,50.954,2.682,2.631,"28 RUE SORBIER 750 PARIS","2475E2755986M","D","D",1984,87,15364.9,3324.6,1636.5,34
2024,185.435,1.818,2.631,"68 BOULEVARD SOULT 750 PARIS","2475E0069652Y","E","D",1926,85,22522.2,4192.4,1821.5,256
2024,35.21,1.214,2.631,"16 RUE SURCOUF 750 PARIS","2475E1174920G","C","C",1891,29.5,3426,736.1,427,20
2024,57.006,4.385,2.631,"62 RUE TAITBOUT 750 PARIS","2375E4567885W","D","B",1945,34.4,3800,275,879,13
2024,252.172,1.073,2.631,"27 RUE THIBOUMERY 750 PARIS","2475E0114333L","D","D",1970,70.3,11549.1,2133.6,974,269
2024,88.036,6.772,2.631,"29 RUE TRISTAN TZARA 750 PARIS","2475E1265123P","D","B",1988,60,5679.4,415,993.7,12
2024,61.356,6.136,2.631,"81 RUE VANEAU 750 PARIS","2475E1377735V","C","C",NA,56.8,7624.2,1674.3,555.3,14
2024,67.935,1.235,2.631,"27 RUE VAUVENARGUES 750 PARIS","2475E1569521F","C","C",1970,111.5,9367.4,1703.1,838,437
2024,81.497,1.381,2.631,"27 RUE VAUVENARGUES 750 PARIS","2475E1569521F","C","C",1970,111.5,9367.4,1703.1,838,437
2024,27.608,2.124,2.631,"79 RUE VILLIERS DE L ISLE ADAM 750 PARIS","2475E1521280U","D","B",1945,11.5,1674.9,115.4,384,13
2024,162.217,7.053,2.631,"17 BOULEVARD VINCENT AURIOL 750 PARIS","2475E3902289B","C","A",1998,69,4386.3,313.5,992.8,46
2024,84.559,2.487,2.631,"10 BOULEVARD VINCENT AURIOL 750 PARIS","2475E0740490K","C","A",NA,34.2,2142.3,149.9,450.3,35
2024,19.785,1.164,2.631,"5 RUE VOLNEY 750 PARIS","2475E3739790C","D","D",1936,61,11109.5,1870.9,1062,19
2024,27.917,1.329,2.631,"88 BOULEVARD VOLTAIRE 750 PARIS","2475E0399958A","D","D",1948,36.5,6633.8,1424.3,487,30
2024,19.98,1.665,3.498,"5 RUE DE MANAKARA 792 PARTHENAY","2479E1550756Q","C","C",NA,76.7,9734.5,1947.1,1144.1,13
2024,21.668,1.445,2.997,"1 PLACE DE L EUROPE 661 PERPIGNAN","2466E0494653U","C","C",1965,74,9433.3,2099.4,812,12
2024,25.989,2.599,2.997,"7 RUE DE TAULIS 661 PERPIGNAN","2466E3768817E","C","C",1965,99.8,14002.1,2968.9,1836,10
2024,56.475,1.661,2.997,"25 RUE HENRI DE TURENNE 661 PERPIGNAN","2466E4274388F","D","D",1970,60.1,12581.5,2815.6,1431,45
2024,30.794,2.053,4.067,"4 RUE ALEXANDRE HOFFMANN 575 PETITE ROSSELLE","2457E0716020O","C","C",NA,81,7297.5,1507.3,845.4,33
2024,69.143,1.537,2.093,"39 COURS DE BILBAO 352 RENNES","2435E0801457T","C","C",1976,64,7333,889.6,642.2,46
2024,130.428,2.07,2.093,"1 SQUARE DE COPENHAGUE 352 RENNES","2435E1115986A","D","D",1972,62.9,10441.2,2801.7,887.7,64
2024,35.322,1.606,2.093,"5 SQUARE DES CLOTEAUX 352 RENNES","2435E0899562A","D","D",1960,52.5,10677.9,2320.7,927,22
2024,30.998,1.409,2.093,"19 AVENUE DU CANADA 352 RENNES","2435E1450945B","C","C",1948,63,6421.8,1323,810,22
2024,153.552,1.725,2.093,"14 BOULEVARD LOUIS VOLCLAIR 352 RENNES","2435E0293976G","C","C",1948,64,9580.6,1088,969,94
2024,15.651,1.565,2.093,"12 RUE MARC SANGNIER 352 RENNES","2435E4155845R","D","D",1963,77,16639.8,3617.8,1921.5,30
2024,45.795,4.58,3.266,"15 AVENUE DE FRANCE 061 ROQUEBRUNE CAP MARTIN","2406E1599620F","C","A",2007,80.2,3837.6,263.8,714,13
2024,164.083,1.977,3.266,"231 AVENUE DE LA PLAGE 061 ROQUEBRUNE CAP MARTIN","2406E3153608Z","C","C",1966,72.1,9540.1,1979.3,1165,108
2024,22.971,1.914,3.266,"88 CHEMIN DES CAROUBIERS 061 ROQUEBRUNE CAP MARTIN","2306E4534992C","E","B",1980,74.3,8584.3,604.3,1467,38
2024,23.075,2.307,3.266,"2 AVENUE DU BANASTRON 061 ROQUEBRUNE CAP MARTIN","2406E1667071M","D","D",1966,51.4,9058.4,1954.7,751,12
2024,86.803,1.046,3.266,"7 PROMENADE DU CAP 061 ROQUEBRUNE CAP MARTIN","2306E4532511R","D","D",1970,81.7,13231.9,2948.6,899,100
2024,120.024,2.4,3.266,"4 AVENUE GEORGES DRIN 061 ROQUEBRUNE CAP MARTIN","2406E1892714B","D","C",1966,51.4,7861.8,1439.2,813,40
2024,51.593,2.064,3.266,"16 AVENUE NOTRE DAME DE BON VOYAGE 061 ROQUEBRUNE CAP MARTIN","2306E4529951F","E","B",1975,42.2,5376.2,367.6,977,33
2024,89.65,1.08,3.266,"69 AVENUE PAUL DOUMER 061 ROQUEBRUNE CAP MARTIN","2406E0183657C","C","C",1972,54,5798.6,1104.8,619,84
2024,76.371,1.527,3.266,"43 AVENUE PAUL DOUMER 061 ROQUEBRUNE CAP MARTIN","2406E1325208X","D","D",1965,48.3,7254.1,1548.2,586,203
2024,89.007,2.406,3.266,"37 AVENUE VARAVILLA 061 ROQUEBRUNE CAP MARTIN","2406E3161754H","D","C",1976,56,8337.1,1590.4,1117,50
2024,243.632,1.86,2.631,"150 BOULEVARD DE LA VILLETTE 750 PARIS","2475E1481403B","C","C",1967,70,9387.1,2044.5,690.8,163
2024,28.364,1.233,2.631,"9 RUE DE LA VISTULE 750 PARIS","2475E3651183D","E","E",1948,47.6,8341.4,2618,1291,30
2024,176.05,1.693,2.631,"15 RUE DE LA VISTULE 750 PARIS","2475E1241374E","G","G",1926,23.1,11663.9,3430.4,1282,113
2024,139.896,1.385,2.631,"13 RUE DE LA VISTULE 750 PARIS","2375E4528839C","E","E",1948,14.8,4429.3,1124,612,40
2024,77.828,2.511,2.631,"42 RUE DE LABORDE 750 PARIS","2275E3241928M","F","D",1945,24.2,6158.1,990.2,1122,36
2024,22.647,1.332,2.631,"4 AVENUE DE LAMBALLE 750 PARIS","2475E0774724C","D","D",1928,78.7,11173.8,2438.2,796,27
2024,51.78,1.726,2.631,"27 RUE DE LOURMEL 750 PARIS","2475E4464356A","G","F",1949,24.4,10089.3,2030.2,1258,31
2024,22.626,2.057,2.631,"14 RUE DE LOURMEL 750 PARIS","2475E4166430I","C","C",2006,45.3,5277.7,1120.1,763.4,11
2024,18.24,1.303,2.631,"75 RUE DE LYON 750 PARIS","2475E3280919F","D","D",2010,49,8711.2,1904.3,890.8,14
2024,39.374,2.625,2.631,"36 RUE DE MALTE 750 PARIS","2475E0686858Q","F","E",1750,46.9,13414.3,2433.8,1576.6,13
2024,45.09,3.468,2.631,"36 RUE DE MAUBEUGE 750 PARIS","2475E3780897D","E","D",NA,83.4,17472.8,3101.3,2553.3,13
2024,76.484,2.833,2.631,"70 RUE DE MEAUX 750 PARIS","2475E4243960G","G","F",1900,36.5,13101.9,2660.8,1569,28
2024,23.575,2.358,2.631,"11 RUE DE MILAN 750 PARIS","2475E0111328W","E","E",1857,51.9,13677.4,2802.6,1161,12
2024,72.812,5.201,2.631,"36 RUE DE MONCEAU 750 PARIS","2475E2025147H","G","C",1945,23,5204.9,390.8,913,10
2024,67,2.913,2.631,"127 RUE DE MONTREUIL 750 PARIS","2475E2831464M","D","C",1930,19,3384.2,474.4,651,58
2024,102.486,1.737,2.631,"8 RUE DE MONTYON 750 PARIS","2475E3955838Q","C","C",1950,53,8422.6,1164.3,824.2,60
2024,64.075,4.272,2.631,"19 RUE DE MONTYON 750 PARIS","2475E2740982K","F","C",1989,41.7,6443.5,458.5,1390,19
2024,95.543,2.077,2.631,"11 RUE DE NOISY LE SEC 750 PARIS","2475E2169978S","C","C",1995,82,11377,2448.9,859.5,76
2024,102.077,7.291,2.631,"16 RUE DE PALI KAO 750 PARIS","2475E0783022G","C","A",1992,53.4,3876.5,273.6,714.1,34
2024,23.799,1.983,2.631,"3 RUE DE PARME 750 PARIS","2475E1392435F","D","D",1945,51.9,9940.7,1868.4,971,13
2024,119.746,2.101,2.631,"75 RUE DE PATAY 750 PARIS","2475E2902028M","G","F",1930,28.4,11097.1,2288.1,1330,53
2024,39.59,1.2,2.631,"75 BOULEVARD DE PICPUS 750 PARIS","2475E4202905F","D","D",1960,82.8,16639.1,3711.9,1660,34
2024,19.473,0.974,2.631,"90 RUE DE PICPUS 750 PARIS","2475E0207059V","G","F",1945,35.2,14948.8,3345.9,1002,22
2024,155.364,3.531,2.631,"81 RUE DE PICPUS 750 PARIS","2475E2378747H","E","B",1945,45,6093.3,456.7,1321,45
2024,638.39,1.322,2.631,"36 RUE DE PICPUS 750 PARIS","2475E0871320I","E","D",1978,28,7063.9,1272.3,650,492
2024,17.462,1.587,2.631,"18 RUE DE PICPUS 750 PARIS","2475E0799127R","E","E",1900,52,15343.5,3394.7,1107.4,12
2024,44.86,1.661,2.631,"11 RUE DE PLAISANCE 750 PARIS","2475E4399587X","G","C",1945,10.2,4277.8,326.4,968,29
2024,30.016,1.766,2.631,"63 BOULEVARD DE REUILLY 750 PARIS","2475E3502900Y","D","D",1930,53.1,9588.3,1832.7,1268,20
2024,78.177,1.282,2.631,"22 BOULEVARD DE REUILLY 750 PARIS","2475E4333306Q","D","D",1960,62.7,9971.1,2135.3,1130,40
2024,41.841,1.819,2.631,"146 RUE DE RIVOLI 750 PARIS","2475E4062772M","C","C",1948,105.9,10811.6,2047,1591,15
2024,297.297,4.955,2.631,"20 RUE DE ROMAINVILLE 750 PARIS","2475E2913262O","D","B",1994,28.3,3322.7,239.7,791.6,17
2024,58.263,1.766,2.631,"28 RUE DE SAUSSURE 750 PARIS","2475E3395716M","E","E",1900,66,16154.6,3537.1,1692.7,33
2024,145.615,6.619,2.631,"135 RUE DE SAUSSURE 750 PARIS","2475E3437167T","D","A",NA,94,7410.8,543.7,1580.8,181
2024,38.917,2.78,2.631,"1 RUE DE SAVIES 750 PARIS","2475E2949599D","C","C",1985,77,6578.7,1361.2,1011.9,24
2024,50.296,1.359,2.631,"59 AVENUE DE SAXE 750 PARIS","2475E3901558Y","D","D",1959,56.8,12358.8,2084,1174,65
2024,81.179,4.059,2.631,"33 AVENUE DE SAXE 750 PARIS","2475E3096013L","E","D",1894,60.4,16117.2,2526.3,1814,29
2024,303.404,1.744,2.631,"78 AVENUE DE SUFFREN 750 PARIS","2475E0745173N","D","D",1968,82.4,17812.7,3300.2,1486,320
2024,94.127,2.139,2.631,"42 AVENUE DE SUFFREN 750 PARIS","2275E3238906G","E","D",1930,34,6855,1199.4,749,52
2024,42.17,1.757,2.631,"106 AVENUE DE SUFFREN 750 PARIS","2475E1682247V","F","D",1953,71.6,14278,2505.3,1956,126
2024,76.921,2.262,2.631,"27 RUE DE TANGER 750 PARIS","2475E1347566M","D","D",NA,70,11980,2167.9,1079,33
2024,101.511,1.318,2.631,"23 RUE DE TLEMCEN 750 PARIS","2475E2397243R","C","C",1957,56.9,5809.9,1053.8,570,84
2024,91.622,1.832,2.631,"66 RUE DE TOLBIAC 750 PARIS","2475E2162991Z","C","C",1976,59.6,4898.5,884,426.1,51
2024,64.169,2.468,2.631,"3 RUE DE TURENNE 750 PARIS","2375E4544253Y","F","C",1945,17,3239.1,221,613,33
2024,333.304,5.847,2.631,"185 QUAI DE VALMY 750 PARIS","2475E3952381R","C","A",1998,61.5,4011.1,283.1,923.3,58
2024,280.266,1.499,2.631,"374 RUE DE VAUGIRARD 750 PARIS","2475E2459767L","E","D",1960,77,19330.3,3518.9,1966,400
2024,86.66,2.708,2.631,"231 RUE DE VAUGIRARD 750 PARIS","2475E0116276E","F","C",1945,23.5,4327.1,305.4,778,31
2024,90.573,3.938,2.631,"195 RUE DE VAUGIRARD 750 PARIS","2475E1298487V","D","B",1945,92.9,8847,650,1485,23
2024,28.076,1.56,2.631,"30 AVENUE DE VERSAILLES 750 PARIS","2475E2576754Y","E","E",NA,70.2,21051.9,4731.9,2005.6,210
2024,48.066,3.697,2.631,"211 AVENUE DE VERSAILLES 750 PARIS","2475E3526678M","G","C",NA,55.1,10112.1,775,2113.7,17
2024,36.77,2.043,2.631,"197 AVENUE DE VERSAILLES 750 PARIS","2475E0472585J","E","E",1945,39.2,11150.2,2470.2,1017,23
2024,57.655,3.203,2.631,"173 AVENUE DE VERSAILLES 750 PARIS","2475E0268920C","E","B",NA,23.1,2984.3,220.5,579.7,26
2024,33.938,2.828,2.631,"2 RUE DE VILLERSEXEL 750 PARIS","2475E0858060I","E","E",1900,56.2,16549.2,3048.8,1409,13
2024,87.382,2.648,2.631,"31 RUE DE WATTIGNIES 750 PARIS","2475E3759750U","G","C",1945,27.2,5677.6,407.3,1239,40
2024,121.98,2.904,2.631,"21 BOULEVARD DELESSERT 750 PARIS","2475E1743737V","G","F",1900,82.3,32581.7,6970.7,2377,84
2024,266.387,6.66,2.631,"5 RUE DEMARQUAY 750 PARIS","2475E2697565N","D","B",1988,67,6060.6,429.6,1314.5,60
2024,96.786,2.059,2.631,"39 RUE DES AMANDIERS 750 PARIS","2475E2582272E","F","E",1931,16,5733.1,1107.5,810.1,50
2024,28.62,2.044,2.631,"6 RUE DES ANGLAIS 750 PARIS","2475E0383502C","D","B",1945,25.8,3118.5,206.6,594,13
2024,29.488,2.457,2.631,"32 RUE DES ANNELETS 750 PARIS","2475E2402702Q","C","C",NA,63.4,7172.5,1570,757.2,13
2024,52.096,4.341,2.631,"61 BOULEVARD DES BATIGNOLLES 750 PARIS","2475E1638786G","D","D",1906,103,17736.8,3610.2,1480,15
2024,17.796,0.89,2.631,"71 RUE DES BELLES FEUILLES 750 PARIS","2475E3618651X","E","E",1968,26.4,5042.1,1574.5,793,18
2024,33.6,1.867,2.631,"5 RUE DES BERGERS 750 PARIS","2475E0901852Q","E","E",1968,47.8,13390.1,2485.2,1109,21
2024,30.812,1.141,2.631,"38 RUE DES BOULANGERS 750 PARIS","2475E2189794W","D","C",1900,11,2275.5,332.2,383,80
2024,18.545,1.545,2.631,"1 RUE DES BOULANGERS 750 PARIS","2475E3542570S","G","C",1945,21.9,6825.6,503.9,1465,13
2024,24.833,1.656,2.631,"43 RUE DES CASCADES 750 PARIS","2475E2650147T","D","D",1986,102,17417.8,3754.5,2108.9,15
2024,103.517,5.751,2.631,"16 RUE DES CASCADES 750 PARIS","2475E2651419R","D","A",1997,38,3197,227.7,763.8,18
2024,30.792,2.199,2.631,"11 RUE DES CASCADES 750 PARIS","2475E2655984G","D","D",1985,44,7533,1630.4,1020.6,28
2024,20.031,1.821,2.631,"86 RUE DES COURONNES 750 PARIS","2475E2889399T","E","E",1961,55,14905.4,3291.7,1493.8,21
2024,21.931,1.29,2.631,"43 RUE DES COURONNES 750 PARIS","2475E2906011R","D","D",1984,44,6358.1,1395.4,867.7,17
2024,56.085,2.804,2.631,"78 RUE DES GRANDS CHAMPS 750 PARIS","2475E2947426O","D","A",1945,14.1,1693.4,112.8,479,25
2024,57.855,2.225,2.631,"76 RUE DES HAIES 750 PARIS","2475E3871273D","D","D",2005,66.2,12662.9,2730.2,1607.8,26
2024,203.66,3.637,2.631,"3 RUE DES HAUTES FORMES 750 PARIS","2475E4438447N","D","C",1979,45,5911,614.4,1045.9,57
2024,50.377,3.875,2.631,"11 RUE DES HAUTES FORMES 750 PARIS","2475E4438981B","E","C",1979,43.2,6765.6,677.1,1224.6,13
2024,91.653,2.131,2.631,"15 RUE DES JARDINIERS 750 PARIS","2475E4243793V","D","D",1964,91,20186.8,4515.7,1901.2,44
2024,37.9,3.445,2.631,"10 RUE DES JARDINS SAINT PAUL 750 PARIS","2475E3875330E","C","A",1850,28.5,2377.8,167.1,615.6,12
2024,316.048,3.398,2.631,"1 RUE DES JONQUILLES 750 PARIS","2475E2666299Z","C","C",1975,78,7802.6,1165,1100.3,94
2024,13.341,1.334,2.631,"24 RUE DES LILAS 750 PARIS","2475E3429596O","C","C",1973,42,5412.4,1154.3,621.1,93
2024,98.086,3.773,2.631,"40 RUE DES MOINES 750 PARIS","2475E2266205T","E","B",1945,63,8753,630,1471,35
2024,138.985,1.829,2.631,"99 RUE DES ORTEAUX 750 PARIS","2475E4531037R","D","D",1978,60,11960.1,2626.4,1205.3,81
2024,51.906,3.053,2.631,"7 RUE DES ORTEAUX 750 PARIS","2475E2203153R","D","D",1945,49.5,8581,1881,853,19
2024,26.812,1.915,2.631,"2 RUE DES PARTANTS 750 PARIS","2475E2615549B","C","C",1981,35,5310,961.9,470,219
2024,69.113,3.142,2.631,"14 AVENUE DES PAVILLONS 750 PARIS","2475E3701029H","E","E",1945,82.3,20915.7,4608.8,2116,14
2024,26.746,2.057,2.631,"7 RUE DES PRAIRIES 750 PARIS","2475E1508017R","D","B",1986,61,6035.9,442.2,1046.4,30
2024,15.021,1.366,2.631,"49 RUE DES RENAUDES 750 PARIS","2475E4351067T","G","G",1965,67,29932.4,6742.9,2868,18
2024,37.917,1.996,2.631,"22 RUE DES ROSIERS 750 PARIS","2475E1426849V","F","C",1945,11.6,2844.3,197,554,20
2024,30.106,1.309,2.631,"46 RUE DES SOLITAIRES 750 PARIS","2475E4244262W","E","E",1972,61.7,15285,3420.4,1509,24
2024,112.5,8.036,2.631,"8 RUE DESAIX 750 PARIS","2475E2988713N","D","B",1989,56.3,4885.9,337.7,1083,14
2024,170.491,2.105,2.631,"146 BOULEVARD DIDEROT 750 PARIS","2475E2565181V","F","C",1975,80.4,13274.8,1012.4,2785,562
2024,47.904,1.711,2.631,"20 AVENUE DODE DE LA BRUNERIE 750 PARIS","2475E1065035X","D","D",1933,136,31393.5,5837.8,2551.2,34
2024,40.344,1.034,2.631,"16 AVENUE DODE DE LA BRUNERIE 750 PARIS","2475E1667508Y","E","E",1933,20,6125.2,1142.6,493.5,39
2024,164.025,6.561,2.631,"1 PASSAGE DU BUISSON SAINT LOUIS 750 PARIS","2475E2258720W","D","A",1994,30,2865.3,201.8,556.8,25
2024,90.624,1.678,2.631,"58 PASSAGE DU BUREAU 750 PARIS","2475E1995106W","D","D",NA,42,7704.8,1720.6,505.2,154
2024,190.376,6.565,2.631,"14 RUE DU CAPORAL PEUGEOT 750 PARIS","2475E0855232O","D","A",1988,69,5690.2,411,991,106
2024,22.182,1.056,2.631,"34 RUE DU CHAROLAIS 750 PARIS","2475E4091342I","E","E",1974,41.3,12752.1,2852,1324,42
2024,31.818,2.652,2.631,"99 RUE DU CHEMIN VERT 750 PARIS","2414E1455665U","C","C",1969,78,10266.1,2195.1,896,51
2024,87.831,2.583,2.631,"77 RUE DU CHERCHE MIDI 750 PARIS","2475E3236774I","D","D",1945,60.6,12643.3,2789,1503,42
2024,68.828,2.458,2.631,"75 RUE DU CHERCHE MIDI 750 PARIS","2475E2472193J","D","B",1945,25.1,2637.3,175.8,658,32
2024,82.668,3.594,2.631,"43 RUE DU CHERCHE MIDI 750 PARIS","2475E1129521D","D","D",1945,50.6,9374,2072.6,905,32
2024,79.708,1.944,2.631,"54 RUE DU CHEVALERET 750 PARIS","2475E4571688E","C","C",NA,67.7,7350.1,1005.6,741.1,41
2024,54.832,2.742,2.631,"123 RUE DU CHEVALERET 750 PARIS","2475E0799418W","F","B",1891,33,5170.9,386.8,914,20
2024,24.552,1.116,2.631,"3 RUE DU COLONEL MOLL 750 PARIS","2375E4548893K","D","D",1903,28,5208.4,1102.4,443,45
2024,16.582,0.721,2.631,"33 RUE DU COMMANDEUR 750 PARIS","2475E4088855R","E","E",1969,60.2,14662.1,3279.6,1457,24
2024,36.367,1.455,2.631,"11 RUE LA QUINTINIE 750 PARIS","2475E3937503L","C","C",2001,49,6591.5,1423.6,729.9,25
2024,65.53,2.34,2.631,"73 RUE LABAT 750 PARIS","2475E1395013J","D","A",1945,11.2,1559.3,100.8,368,31
2024,123.786,1.65,2.631,"15 RUE LAHIRE 750 PARIS","2475E2160363X","C","C",1980,50.3,7556.4,1362.1,678.9,78
2024,99.826,3.025,2.631,"98 RUE LAMARCK 750 PARIS","2475E1839115F","F","C",1945,37.3,6190.1,447.5,1068,37
2024,56.161,3.12,2.631,"3 SQUARE LAMARTINE 750 PARIS","2475E3964990Q","G","F",1900,28.1,10516.2,2598.3,1753,26
2024,36.305,0.931,2.631,"26 RUE LAMBLARDIE 750 PARIS","2475E2843239J","F","F",1930,14.5,6305.6,1398,639,42
2024,108.71,2.013,2.631,"5 VILLA LANTIEZ 750 PARIS","2475E0063650C","E","D",1945,34.3,7955.7,1542.6,769,81
2024,49.147,2.234,2.631,"8 RUE LAURENT PICHAT 750 PARIS","2475E4292281T","E","E",1945,56.9,13680.6,3867.2,2269,32
2024,104.101,2.125,2.631,"35 RUE LAURISTON 750 PARIS","2475E2139044Y","E","B",1945,19.8,2719.5,177.8,534,57
2024,465.201,1.61,2.631,"76 RUE LECOURBE 750 PARIS","2475E0034749N","G","G",1930,39.8,13889.7,4356.6,1381,18
2024,320.602,1.353,2.631,"361 RUE LECOURBE 750 PARIS","2475E4004088K","D","D",1975,27,5572.1,889.7,610,241
2024,28.697,1.248,2.631,"350 RUE LECOURBE 750 PARIS","2475E4000812K","E","D",1970,45.5,10572.4,1738.4,1112,100
2024,46.443,2.903,2.631,"226 RUE LECOURBE 750 PARIS","2475E1677188G","F","F",1900,132.9,42015.4,9431.2,3123.1,19
2024,47.115,2.244,2.631,"74 RUE LECOURBE 750 PARIS","2475E2195784G","D","D",NA,27,5846.1,1061.9,519.4,93
2024,44.238,2.011,2.631,"11 RUE LIPPMANN 750 PARIS","2475E3156573R","E","E",1956,70,17446.9,3911.3,1709,32
2024,184.85,6.162,2.631,"5 RUE LOUIS BLANC 750 PARIS","2475E4077408K","C","A",1985,83,4379.8,310.5,987.9,106
2024,178.722,5.765,2.631,"17 RUE LOUIS BLANC 750 PARIS","2475E1451935R","D","B",1987,88,8195.4,607.4,1386.9,31
2024,188.886,3.632,2.631,"4 RUE LOUIS CODET 750 PARIS","2475E0080941D","D","C",1930,68,9852.3,1516.4,1099,26
2024,81.58,1.407,2.631,"205 BOULEVARD MACDONALD 750 PARIS","2475E0598784E","C","C",2014,88.9,5971.4,1055.1,587,90
2024,74.379,2.479,2.631,"10 RUE MADEMOISELLE 750 PARIS","2475E1970662S","G","F",1900,42.7,18380.4,4098.2,1205,44
2024,36.274,2.134,2.631,"26 RUE MALAR 750 PARIS","2475E3842128E","G","C",1945,31.8,6655.9,476.7,1432,20
2024,45.74,3.518,2.631,"7 RUE MALASSIS 750 PARIS","2475E0356679L","E","B",1945,32,4482.8,320.1,803,14
2024,33.443,1.52,2.631,"65 BOULEVARD MALESHERBES 750 PARIS","2475E2426745J","E","E",1862,70,19410.8,4349,1909,24
2024,37.055,1.158,2.631,"15 RUE MANIN 750 PARIS","2475E0452575T","E","E",1920,36.7,10113.2,2257.5,684,35
2024,130.578,5.441,2.631,"139 RUE MANIN 750 PARIS","2475E1388197F","C","A",1990,66.3,4518.1,324.3,812.2,68
2024,14.952,1.246,2.631,"117 RUE MANIN 750 PARIS","2475E0582356I","D","D",1990,54,9525.2,2073.8,963.9,12
2024,46.293,3.086,2.631,"7 RUE MARBEAU 750 PARIS","2475E2357634G","F","F",1914,21.7,8222.1,1832.3,560,24
2024,181.489,3.559,2.631,"51 RUE MARCADET 750 PARIS","2475E1983961F","C","A",1978,25.7,2174.3,128.4,454,52
2024,84.853,1.286,2.631,"230 RUE MARCADET 750 PARIS","2475E0538001J","D","C",1945,18.9,3649.7,606.1,487,67
2024,72.568,5.183,2.631,"15 RUE MARCEL RENAULT 750 PARIS","2475E3352348M","G","F",1911,29,11257.8,2262.9,1381,13
2024,48.849,2.326,2.631,"13 RUE MARIE STUART 750 PARIS","2475E1203434Y","E","B",1945,31,4036.6,279.3,735,30
2024,165.131,3.238,2.631,"7 RUE MARIETTA ALBONI 750 PARIS","2475E2214096O","F","E",1899,28.4,8685.1,1733.3,802,100
2024,102.634,2.333,2.631,"22 RUE MARMONTEL 750 PARIS","2475E0469800G","D","C",1945,65.2,9386.1,1628.8,979,46
2024,126.522,2.75,2.631,"5 RUE MARYSE HILSZ 750 PARIS","2475E3390998A","D","D",1948,56,11173.9,2186.8,1405.1,156
2024,50.784,2.208,2.631,"29 RUE MATHIS 750 PARIS","2475E3684746A","C","C",1948,104,11280.1,1867.2,1157.4,31
2024,101.756,2.482,2.631,"12 RUE MATHIS 750 PARIS","2475E2608512K","E","B",1945,9.4,2034.4,141,544,38
